"SNOConversation","I0","I1","I2","GbidItem","Noname1","Noname2","SNOQuestCurrent","I3","SNOQuestAssigned","SNOQuestActive","SNOQuestComplete","SNOQuestRange","SNOLevelArea","Id","Act"
"129640","0","13","3","-1","","","-1","69","-1","73236","-1","-1","-1","343","0"
"201369","1","13","3","-1","","","-1","46","-1","93396","-1","-1","-1","344","100"
"58139","1","13","3","-1","","","-1","21","-1","78264","-1","-1","-1","345","100"
"111893","1","13","3","-1","","","-1","1","-1","120178","-1","-1","-1","346","0"
"111899","1","13","3","-1","","","-1","3","-1","120178","-1","-1","-1","347","0"
"219432","0","7","3","-1","","","-1","-2","-1","-1","-1","-1","-1","348","100"
"129872","0","10","3","-1","","","-1","-1","-1","72095","-1","-1","-1","349","0"
"129904","0","10","3","-1","","","-1","-2","-1","-1","-1","-1","-1","350","0"
"156783","5","11","3","-1","","","-1","0","-1","-1","-1","-1","-1","351","100"
"192656","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","352","200"
"192712","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","353","200"
"183792","1","13","3","-1","","","-1","4","-1","101750","-1","-1","-1","354","200"
"219639","1","13","3","-1","","","-1","15","-1","30850","-1","-1","-1","355","100"
"219660","1","13","3","-1","","","-1","33","-1","113910","-1","-1","-1","356","300"
"192791","0","7","3","-1","","","-1","0","-1","-1","-1","-1","-1","357","100"
"219663","1","13","3","-1","","","-1","33","-1","113910","-1","-1","-1","358","300"
"201770","0","10","3","-1","","","-1","39","-1","57337","-1","-1","-1","359","100"
"192828","0","7","3","-1","","","-1","0","-1","-1","-1","-1","-1","360","100"
"201820","0","2","3","-1","","","-1","13","-1","57331","-1","-1","-1","361","100"
"103388","1","13","3","-1","","","-1","34","-1","72801","-1","-1","-1","362","0"
"166089","0","13","3","-1","","","-1","21","-1","57337","-1","-1","-1","363","100"
"210879","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","364","0"
"210884","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","365","0"
"210888","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","366","0"
"210892","0","2","3","-1","","","-1","-1","-1","57331","-1","-1","-1","367","100"
"121359","1","13","3","-1","","","-1","21","-1","121792","-1","-1","-1","368","100"
"175103","0","7","3","-1","","","-1","88","-1","72738","-1","-1","-1","369","0"
"166151","3","10","3","-1","","","-1","-1","-1","93595","-1","-1","-1","370","200"
"112449","1","13","3","-1","","","-1","2","-1","112498","-1","-1","-1","371","300"
"175194","3","10","3","-1","","","-1","-2","-1","-1","-1","-1","-1","372","0"
"58761","0","9","3","-1","","","-1","-2","-1","-1","-1","-1","-1","373","100"
"166251","0","10","3","-1","","","-1","-1","-1","93595","-1","-1","-1","374","200"
"166278","0","10","3","-1","","","-1","-1","-1","93595","-1","-1","-1","375","200"
"175291","3","10","3","-1","","","-1","-2","-1","-1","-1","-1","-1","376","0"
"220090","1","7","3","-1","","","-1","0","-1","-1","-1","-1","-1","377","100"
"211148","0","6","3","-1","","","-1","0","-1","-1","-1","-1","-1","378","0"
"211177","0","6","3","-1","","","-1","0","-1","-1","-1","-1","-1","379","0"
"211185","0","6","3","-1","","","-1","0","-1","-1","-1","-1","-1","380","0"
"94747","0","7","3","-1","","","-1","-2","-1","-1","-1","-1","-1","381","0"
"94755","0","7","3","-1","","","-1","-2","-1","-1","-1","-1","-1","382","0"
"193303","5","9","3","-1","","","-1","-2","-1","-1","-1","-1","-1","383","100"
"85832","1","13","3","-1","","","-1","54","-1","80322","-1","-1","-1","384","100"
"211245","0","2","3","-1","","","-1","-2","-1","57331","-1","-1","-1","385","100"
"211252","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","386","100"
"211258","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","387","200"
"211263","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","388","200"
"211267","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","389","200"
"121703","0","13","3","-1","","","-1","69","-1","73236","-1","-1","-1","390","0"
"139623","0","2","3","-1","","","-1","-1","-1","80322","-1","-1","-1","391","100"
"76927","0","13","3","-1","","","-1","-1","-1","77099","-1","-1","-1","392","0"
"112763","1","13","3","-1","","","-1","13","-1","112498","-1","-1","-1","393","300"
"76962","1","13","3","-1","","","-1","10","-1","77099","-1","-1","-1","394","0"
"76996","1","13","3","-1","","","-1","-1","-1","77099","-1","-1","-1","395","0"
"139703","0","9","3","-1","","","-1","-1","-1","80322","-1","-1","-1","396","100"
"139731","0","10","3","-1","","","-1","50","-1","80322","-1","-1","-1","397","100"
"211391","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","398","0"
"211395","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","399","0"
"211399","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","400","0"
"211411","0","2","3","-1","","","-1","-1","-1","57331","-1","-1","-1","401","100"
"139758","0","2","3","-1","","","-1","-1","-1","80322","-1","-1","-1","402","100"
"211415","0","2","3","-1","","","-1","-2","-1","57331","-1","-1","-1","403","100"
"211419","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","404","100"
"211423","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","405","200"
"211428","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","406","200"
"86030","0","7","3","-1","","","-1","5","-1","83314","-1","-1","-1","407","0"
"86032","0","7","3","-1","","","-1","5","-1","83314","-1","-1","-1","408","0"
"211432","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","409","200"
"211436","0","2","3","-1","","","-1","-1","-1","112498","-1","-1","-1","410","300"
"211443","0","2","3","-1","","","-1","-1","-1","112498","-1","-1","-1","411","300"
"211447","0","2","3","-1","","","-1","-1","-1","112498","-1","-1","-1","412","300"
"166704","0","11","3","-1","","","-1","-1","-1","112498","-1","-1","-1","413","300"
"166711","0","11","3","-1","","","-1","-1","-1","114795","-1","-1","-1","414","300"
"166715","0","9","3","-1","","","-1","-1","-1","114795","-1","-1","-1","415","300"
"139861","0","2","3","-1","","","-1","58","-1","93396","-1","-1","-1","416","100"
"202570","0","13","3","-1","","","-1","26","-1","93595","-1","-1","-1","417","200"
"166749","0","9","3","-1","","","-1","-1","-1","112498","-1","-1","-1","418","300"
"166764","0","9","3","-1","","","-1","-1","-1","114795","-1","-1","-1","419","300"
"166768","0","9","3","-1","","","-1","-1","-1","114901","-1","-1","-1","420","300"
"104075","1","11","3","-1","","","-1","-1","-1","104070","-1","-1","-1","421","0"
"166784","0","11","3","-1","","","-1","-1","-1","112498","-1","-1","-1","422","300"
"166789","0","9","3","-1","","","-1","-1","-1","114795","-1","-1","-1","423","300"
"166793","0","9","3","-1","","","-1","-1","-1","114901","-1","-1","-1","424","300"
"166801","0","2","3","-1","","","-1","-1","-1","112498","-1","-1","-1","425","300"
"166806","0","2","3","-1","","","-1","-1","-1","114795","-1","-1","-1","426","300"
"166811","0","2","3","-1","","","-1","-1","-1","114901","-1","-1","-1","427","300"
"166816","0","2","3","-1","","","-1","-1","-1","112498","-1","-1","-1","428","300"
"166821","0","2","3","-1","","","-1","-1","-1","114795","-1","-1","-1","429","300"
"166829","0","2","3","-1","","","-1","-1","-1","112498","-1","-1","-1","430","300"
"166839","0","9","3","-1","","","-1","-1","-1","112498","-1","-1","-1","431","300"
"193714","3","10","3","-1","","","-1","2","-1","112498","-1","-1","-1","432","300"
"211641","0","13","3","-1","","","-1","24","-1","57335","-1","-1","-1","433","100"
"193730","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","434","100"
"166859","0","9","3","-1","","","-1","-1","-1","112498","-1","-1","-1","435","300"
"166864","0","9","3","-1","","","-1","-1","-1","114795","-1","-1","-1","436","300"
"193751","0","10","3","-1","","","-1","-1","-1","113910","-1","-1","-1","437","300"
"202714","0","13","3","-1","","","-1","-2","-1","93595","-1","-1","-1","438","200"
"166893","0","9","3","-1","","","-1","-1","-1","114901","-1","-1","-1","439","300"
"202735","0","11","3","-1","","","-1","1","-1","101756","-1","-1","-1","440","200"
"193787","0","10","3","-1","","","-1","33","-1","113910","-1","-1","-1","441","300"
"166921","0","2","3","-1","","","-1","-1","-1","112498","-1","-1","-1","442","300"
"149010","0","13","3","-1","","","-1","1","-1","93697","-1","-1","-1","443","200"
"166926","0","2","3","-1","","","-1","-1","-1","114795","-1","-1","-1","444","300"
"193802","3","10","3","-1","","","-1","33","-1","113910","-1","-1","-1","445","300"
"166931","0","2","3","-1","","","-1","-1","-1","114795","-1","-1","-1","446","300"
"149024","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","447","0"
"77372","0","13","3","-1","","","-1","8","-1","77099","-1","-1","-1","448","0"
"166944","0","10","3","-1","","","-1","-1","-1","112498","-1","-1","-1","449","300"
"193816","0","10","3","-1","","","-1","33","-1","113910","-1","-1","-1","450","300"
"149042","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","451","0"
"202785","0","13","3","-1","","","-1","2","-1","93684","-1","-1","-1","452","200"
"193830","0","10","3","-1","","","-1","-1","-1","72738","-1","-1","-1","453","0"
"166964","0","10","3","-1","","","-1","-1","-1","112498","-1","-1","-1","454","300"
"104268","1","13","3","-1","","","-1","7","-1","104070","-1","-1","-1","455","0"
"149056","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","456","0"
"131144","0","13","3","-1","","","-1","5","-1","117779","-1","-1","-1","457","0"
"193846","3","10","3","-1","","","-1","33","-1","113910","-1","-1","-1","458","300"
"122192","0","13","3","-1","","","-1","10","-1","57339","-1","-1","-1","459","100"
"166980","0","10","3","-1","","","-1","-1","-1","112498","-1","-1","-1","460","300"
"149071","3","10","3","-1","","","-1","0","-1","80322","-1","-1","-1","461","100"
"193864","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","462","300"
"131165","0","7","3","-1","","","-1","3","-1","117779","-1","-1","-1","463","0"
"166994","0","10","3","-1","","","-1","-1","-1","112498","-1","-1","-1","464","300"
"149087","3","10","3","-1","","","-1","0","-1","80322","-1","-1","-1","465","100"
"193879","0","10","3","-1","","","-1","33","-1","113910","-1","-1","-1","466","300"
"167017","0","10","3","-1","","","-1","-1","-1","112498","-1","-1","-1","467","300"
"149114","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","468","100"
"86431","3","10","3","-1","","","-1","-2","-1","-1","-1","-1","-1","469","100"
"149141","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","470","100"
"167086","0","11","3","-1","","","-1","-1","-1","112498","-1","-1","-1","471","300"
"202915","0","9","3","-1","","","-1","-1","-1","57331","-1","-1","-1","472","100"
"149176","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","473","200"
"202923","0","7","3","-1","","","-1","7","-1","72095","-1","-1","-1","474","0"
"202928","0","7","3","-1","","","-1","7","-1","72095","-1","-1","-1","475","0"
"104408","1","13","3","-1","","","-1","40","-1","72061","-1","-1","-1","476","0"
"167115","0","7","3","-1","","","-1","39","-1","72095","-1","-1","-1","477","0"
"202944","0","7","3","-1","","","-1","7","-1","72095","-1","-1","-1","478","0"
"167117","0","11","3","-1","","","-1","-1","-1","114795","-1","-1","-1","479","300"
"149207","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","480","200"
"149229","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","481","200"
"167152","0","11","3","-1","","","-1","-1","-1","114901","-1","-1","-1","482","300"
"131349","0","7","3","-1","","","-1","43","-1","72221","-1","-1","-1","483","0"
"211971","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","484","100"
"149272","3","10","3","-1","","","-1","2","-1","112498","-1","-1","-1","485","300"
"211975","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","486","100"
"211980","0","2","3","-1","","","-1","7","-1","72801","-1","-1","-1","487","0"
"211984","0","2","3","-1","","","-1","7","-1","72801","-1","-1","-1","488","0"
"149289","3","10","3","-1","","","-1","2","-1","112498","-1","-1","-1","489","300"
"104572","5","9","3","-1","","","-1","-2","-1","-1","-1","-1","-1","490","0"
"104575","5","11","3","-1","","","-1","-2","-1","-1","-1","-1","-1","491","0"
"212062","0","13","3","-1","","","-1","21","-1","57337","-1","-1","-1","492","100"
"86674","0","10","3","-1","","","-1","-1","-1","87700","-1","-1","-1","493","0"
"113604","1","9","3","-1","","","-1","-2","-1","-1","-1","-1","-1","494","100"
"86753","0","9","3","-1","","","-1","7","-1","72095","-1","-1","-1","495","0"
"104676","0","13","3","-1","","","-1","44","-1","72061","-1","-1","-1","496","0"
"59896","1","13","3","-1","","","-1","0","-1","121792","-1","-1","-1","497","100"
"113661","0","9","3","-1","","","-1","42","-1","87700","-1","-1","-1","498","0"
"113682","0","9","3","-1","","","-1","7","-1","72095","-1","-1","-1","499","0"
"167428","0","2","3","-1","","","-1","-1","-1","121792","-1","-1","-1","500","100"
"113686","0","9","3","-1","","","-1","41","-1","72221","-1","-1","-1","501","0"
"167433","0","2","3","-1","","","-1","-1","-1","121792","-1","-1","-1","502","100"
"167437","0","2","3","-1","","","-1","-1","-1","121792","-1","-1","-1","503","100"
"131621","0","9","3","-1","","","-1","1","-1","87700","-1","-1","-1","504","0"
"59967","0","6","3","-1","","","-1","1","-1","60836","-1","-1","-1","505","100"
"131624","0","9","3","-1","","","-1","7","-1","72095","-1","-1","-1","506","0"
"131675","0","9","3","-1","","","-1","67","-1","73236","-1","-1","-1","507","0"
"131677","0","9","3","-1","","","-1","7","-1","72095","-1","-1","-1","508","0"
"131679","0","9","3","-1","","","-1","46","-1","87700","-1","-1","-1","509","0"
"131681","0","9","3","-1","","","-1","41","-1","72221","-1","-1","-1","510","0"
"131683","0","9","3","-1","","","-1","-1","-1","117779","-1","-1","-1","511","0"
"131689","0","9","3","-1","","","-1","-1","-1","117779","-1","-1","-1","512","0"
"167540","3","10","3","-1","","","-1","49","-1","72095","-1","-1","-1","513","0"
"194412","0","13","3","-1","","","-1","5","-1","117779","-1","-1","-1","514","0"
"131733","0","9","3","-1","","","-1","41","-1","72221","-1","-1","-1","515","0"
"86951","3","10","3","-1","","","-1","-1","-1","117779","-1","-1","-1","516","0"
"131739","0","9","3","-1","","","-1","67","-1","73236","-1","-1","-1","517","0"
"167595","0","2","3","-1","","","-1","-1","-1","121792","-1","-1","-1","518","100"
"167599","0","2","3","-1","","","-1","-1","-1","121792","-1","-1","-1","519","100"
"167644","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","520","100"
"60184","1","11","3","-1","","","-1","4","-1","81925","-1","-1","-1","521","0"
"167677","1","13","3","-1","","","-1","1","-1","120178","-1","-1","-1","522","0"
"140819","0","2","3","-1","","","-1","-1","-1","80322","-1","-1","-1","523","100"
"149812","1","13","3","-1","","","-1","18","-1","93684","-1","-1","-1","524","200"
"203582","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","525","300"
"131933","0","10","3","-1","","","-1","17","-1","113910","-1","-1","-1","526","300"
"194636","0","10","3","-1","","","-1","-1","-1","112498","-1","-1","-1","527","300"
"114124","1","13","3","-1","","","-1","33","-1","113910","-1","-1","-1","528","300"
"114131","1","13","3","-1","","","-1","54","-1","113910","-1","-1","-1","529","300"
"203707","0","13","3","-1","","","-1","-1","-1","101750","-1","-1","-1","530","200"
"203711","0","13","3","-1","","","-1","-1","-1","101750","-1","-1","-1","531","200"
"114155","1","11","3","-1","","","-1","7","-1","106541","-1","-1","-1","532","0"
"149986","0","7","3","-1","","","-1","0","-1","-1","-1","-1","-1","533","300"
"167915","0","2","3","-1","","","-1","-1","-1","121792","-1","-1","-1","534","100"
"123146","1","13","3","-1","","","-1","1","-1","78266","-1","-1","-1","535","100"
"185907","3","10","3","-1","","","-1","33","-1","113910","-1","-1","-1","536","300"
"185928","0","13","3","-1","","","-1","26","-1","78266","-1","-1","-1","537","100"
"105378","1","11","3","-1","","","-1","-1","-1","105496","-1","-1","-1","538","0"
"212903","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","539","300"
"141266","0","2","3","-1","","","-1","-1","-1","72061","-1","-1","-1","540","0"
"141268","0","2","3","-1","","","-1","-1","-1","117779","-1","-1","-1","541","0"
"141270","0","2","3","-1","","","-1","-1","-1","73236","-1","-1","-1","542","0"
"212928","0","7","3","-1","","","-1","1","-1","101758","-1","-1","-1","543","200"
"141272","0","2","3","-1","","","-1","-1","-1","72546","-1","-1","-1","544","0"
"141274","0","2","3","-1","","","-1","13","-1","72801","-1","-1","-1","545","0"
"195060","0","13","3","-1","","","-1","30","-1","93396","-1","-1","-1","546","100"
"204070","0","13","3","-1","","","-1","-1","-1","101750","-1","-1","-1","547","200"
"204074","0","13","3","-1","","","-1","-1","-1","101750","-1","-1","-1","548","200"
"114591","0","9","3","-1","","","-1","-2","-1","109638","-1","-1","-1","549","100"
"204172","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","550","200"
"168354","3","10","3","-1","","","-1","1","-1","57331","-1","-1","-1","551","100"
"168368","3","10","3","-1","","","-1","-2","-1","57331","-1","-1","-1","552","100"
"186295","5","11","3","-1","","","-1","0","-1","-1","-1","-1","-1","553","100"
"168382","3","10","3","-1","","","-1","1","-1","57331","-1","-1","-1","554","100"
"204218","0","10","3","-1","","","-1","-1","-1","87700","-1","-1","-1","555","0"
"168396","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","556","100"
"204235","0","10","3","-1","","","-1","-1","-1","72095","-1","-1","-1","557","0"
"168410","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","558","100"
"204253","0","10","3","-1","","","-1","-1","-1","72221","-1","-1","-1","559","0"
"204270","0","10","3","-1","","","-1","-1","-1","72061","-1","-1","-1","560","0"
"141573","0","2","3","-1","","","-1","-1","-1","72221","-1","-1","-1","561","0"
"204274","0","10","3","-1","","","-1","-1","-1","117779","-1","-1","-1","562","0"
"204291","0","10","3","-1","","","-1","-1","-1","72738","-1","-1","-1","563","0"
"204295","0","10","3","-1","","","-1","-1","-1","73236","-1","-1","-1","564","0"
"204299","0","10","3","-1","","","-1","-1","-1","72546","-1","-1","-1","565","0"
"204307","0","10","3","-1","","","-1","-1","-1","72801","-1","-1","-1","566","0"
"204323","0","10","3","-1","","","-1","-1","-1","136656","-1","-1","-1","567","0"
"204347","0","10","3","-1","","","-1","-1","-1","80322","-1","-1","-1","568","100"
"204351","0","10","3","-1","","","-1","-1","-1","57331","-1","-1","-1","569","100"
"204368","0","10","3","-1","","","-1","-1","-1","78266","-1","-1","-1","570","100"
"123755","0","9","3","-1","","","-1","67","-1","73236","-1","-1","-1","571","0"
"123757","0","9","3","-1","","","-1","67","-1","73236","-1","-1","-1","572","0"
"123759","0","9","3","-1","","","-1","67","-1","73236","-1","-1","-1","573","0"
"123761","0","9","3","-1","","","-1","67","-1","73236","-1","-1","-1","574","0"
"105853","1","11","3","-1","","","-1","12","-1","105496","-1","-1","-1","575","-1"
"204382","0","10","3","-1","","","-1","-1","-1","121792","-1","-1","-1","576","100"
"105855","1","11","3","-1","","","-1","7","-1","105496","-1","-1","-1","577","0"
"132733","3","10","3","-1","","","-1","14","-1","72546","-1","-1","-1","578","0"
"204397","0","10","3","-1","","","-1","-1","-1","78266","-1","-1","-1","579","100"
"123784","0","9","3","-1","","","-1","67","-1","73236","-1","-1","-1","580","0"
"204402","0","10","3","-1","","","-1","-1","-1","93595","-1","-1","-1","581","200"
"204418","0","10","3","-1","","","-1","-1","-1","101756","-1","-1","-1","582","200"
"195471","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","583","200"
"159643","0","11","3","-1","","","-1","16","-1","93595","-1","-1","-1","584","200"
"204432","3","10","3","-1","","","-1","-1","-1","101758","-1","-1","-1","585","200"
"159649","0","11","3","-1","","","-1","-1","-1","93684","-1","-1","-1","586","200"
"195478","0","13","3","-1","","","-1","41","-1","101758","-1","-1","-1","587","200"
"177564","1","13","3","-1","","","-1","8","-1","136656","-1","-1","-1","588","0"
"159651","0","9","3","-1","","","-1","-1","-1","93691","-1","-1","-1","589","200"
"159653","0","11","3","-1","","","-1","-1","-1","101756","-1","-1","-1","590","200"
"195483","0","13","3","-1","","","-1","41","-1","101758","-1","-1","-1","591","200"
"159655","0","11","3","-1","","","-1","8","-1","101750","-1","-1","-1","592","200"
"159657","0","11","3","-1","","","-1","-1","-1","101758","-1","-1","-1","593","200"
"195487","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","594","200"
"204447","0","10","3","-1","","","-1","-1","-1","112498","-1","-1","-1","595","300"
"195495","0","13","3","-1","","","-1","29","-1","101758","-1","-1","-1","596","200"
"204453","0","10","3","-1","","","-1","-1","-1","112498","-1","-1","-1","597","300"
"195499","0","13","3","-1","","","-1","29","-1","101758","-1","-1","-1","598","200"
"195501","0","13","3","-1","","","-1","29","-1","101758","-1","-1","-1","599","200"
"159675","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","600","200"
"195505","0","13","3","-1","","","-1","29","-1","101758","-1","-1","-1","601","200"
"132809","5","11","3","-1","","","-1","25","-1","72221","-1","-1","-1","602","0"
"159681","0","2","3","-1","","","-1","-1","-1","93684","-1","-1","-1","603","200"
"204467","0","10","3","-1","","","-1","-1","-1","114901","-1","-1","-1","604","300"
"159683","0","2","3","-1","","","-1","-1","-1","93691","-1","-1","-1","605","200"
"195512","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","606","200"
"159685","0","2","3","-1","","","-1","-1","-1","101756","-1","-1","-1","607","200"
"159687","0","2","3","-1","","","-1","8","-1","101750","-1","-1","-1","608","200"
"195517","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","609","200"
"159689","0","2","3","-1","","","-1","-1","-1","101758","-1","-1","-1","610","200"
"195521","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","611","200"
"195525","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","612","200"
"195530","0","13","3","-1","","","-1","25","-1","101758","-1","-1","-1","613","200"
"195536","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","614","200"
"195540","0","13","3","-1","","","-1","10","-1","101758","-1","-1","-1","615","200"
"177669","1","13","3","-1","","","-1","17","-1","72095","-1","-1","-1","616","100"
"141849","0","9","3","-1","","","-1","7","-1","72095","-1","-1","-1","617","0"
"97067","1","13","3","-1","","","-1","-1","-1","83314","-1","-1","-1","618","0"
"141854","0","9","3","-1","","","-1","41","-1","72221","-1","-1","-1","619","0"
"141856","0","9","3","-1","","","-1","-1","-1","117779","-1","-1","-1","620","0"
"141859","0","9","3","-1","","","-1","67","-1","73236","-1","-1","-1","621","0"
"195641","0","13","3","-1","","","-1","2","-1","112498","-1","-1","-1","622","300"
"141902","1","13","3","-1","","","-1","-1","-1","72546","-1","-1","-1","623","0"
"186703","0","9","3","-1","","","-1","-1","-1","80322","-1","-1","-1","624","100"
"186708","0","9","3","-1","","","-1","-1","-1","93396","-1","-1","-1","625","100"
"186713","0","9","3","-1","","","-1","-1","-1","57331","-1","-1","-1","626","100"
"186717","0","9","3","-1","","","-1","-1","-1","78264","-1","-1","-1","627","100"
"186723","0","9","3","-1","","","-1","-1","-1","78266","-1","-1","-1","628","100"
"186727","0","9","3","-1","","","-1","-1","-1","57335","-1","-1","-1","629","100"
"186731","0","9","3","-1","","","-1","-1","-1","57337","-1","-1","-1","630","100"
"186735","0","9","3","-1","","","-1","-1","-1","121792","-1","-1","-1","631","100"
"141951","0","2","3","-1","","","-1","-1","-1","117779","-1","-1","-1","632","0"
"141953","0","2","3","-1","","","-1","-1","-1","73236","-1","-1","-1","633","0"
"186739","0","9","3","-1","","","-1","-1","-1","57339","-1","-1","-1","634","100"
"141956","0","2","3","-1","","","-1","-1","-1","72546","-1","-1","-1","635","0"
"141958","0","2","3","-1","","","-1","13","-1","72801","-1","-1","-1","636","0"
"106161","1","11","3","-1","","","-1","-1","-1","106221","-1","-1","-1","637","200"
"177835","0","9","3","-1","","","-1","0","-1","-1","-1","-1","-1","638","0"
"177849","0","9","3","-1","","","-1","0","-1","-1","-1","-1","-1","639","0"
"159937","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","640","200"
"177856","0","9","3","-1","","","-1","0","-1","-1","-1","-1","-1","641","0"
"159944","0","2","3","-1","","","-1","-1","-1","93691","-1","-1","-1","642","200"
"159950","0","2","3","-1","","","-1","-1","-1","93684","-1","-1","-1","643","200"
"106208","0","13","3","-1","","","-1","0","-1","104070","-1","-1","-1","644","0"
"159955","0","2","3","-1","","","-1","-1","-1","101756","-1","-1","-1","645","200"
"159960","0","2","3","-1","","","-1","8","-1","101750","-1","-1","-1","646","200"
"159965","0","2","3","-1","","","-1","-1","-1","101758","-1","-1","-1","647","200"
"159970","0","11","3","-1","","","-1","16","-1","93595","-1","-1","-1","648","200"
"177888","0","2","3","-1","","","-1","32","-1","101758","-1","-1","-1","649","200"
"159976","0","11","3","-1","","","-1","-1","-1","93684","-1","-1","-1","650","200"
"177895","0","2","3","-1","","","-1","32","-1","101758","-1","-1","-1","651","200"
"142072","0","2","3","-1","","","-1","-1","-1","117779","-1","-1","-1","652","0"
"142074","0","2","3","-1","","","-1","-1","-1","73236","-1","-1","-1","653","0"
"159990","0","11","3","-1","","","-1","-1","-1","93691","-1","-1","-1","654","200"
"142076","0","2","3","-1","","","-1","-1","-1","72546","-1","-1","-1","655","0"
"168948","1","13","3","-1","","","-1","52","-1","57335","-1","-1","-1","656","100"
"142078","0","2","3","-1","","","-1","13","-1","72801","-1","-1","-1","657","0"
"177908","0","9","3","-1","","","-1","32","-1","101758","-1","-1","-1","658","200"
"159994","0","9","3","-1","","","-1","-1","-1","101756","-1","-1","-1","659","200"
"159998","0","11","3","-1","","","-1","8","-1","101750","-1","-1","-1","660","200"
"177913","0","9","3","-1","","","-1","32","-1","101758","-1","-1","-1","661","200"
"160002","0","9","3","-1","","","-1","-1","-1","101758","-1","-1","-1","662","200"
"160006","0","2","3","-1","","","-1","-1","-1","93684","-1","-1","-1","663","200"
"177929","0","2","3","-1","","","-1","32","-1","101758","-1","-1","-1","664","200"
"160015","0","2","3","-1","","","-1","-1","-1","93691","-1","-1","-1","665","200"
"160017","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","666","200"
"177937","0","2","3","-1","","","-1","32","-1","101758","-1","-1","-1","667","200"
"160025","0","2","3","-1","","","-1","-1","-1","101756","-1","-1","-1","668","200"
"177941","0","2","3","-1","","","-1","32","-1","101758","-1","-1","-1","669","200"
"160030","0","2","3","-1","","","-1","8","-1","101750","-1","-1","-1","670","200"
"177945","0","9","3","-1","","","-1","-1","-1","101758","-1","-1","-1","671","200"
"186905","0","13","3","-1","","","-1","34","-1","57335","-1","-1","-1","672","100"
"160035","0","2","3","-1","","","-1","-1","-1","101758","-1","-1","-1","673","200"
"177950","0","11","3","-1","","","-1","32","-1","101758","-1","-1","-1","674","200"
"151087","1","13","3","-1","","","-1","-1","-1","87700","-1","-1","-1","675","0"
"142130","0","2","3","-1","","","-1","-1","-1","72221","-1","-1","-1","676","0"
"142132","0","2","3","-1","","","-1","-1","-1","117779","-1","-1","-1","677","0"
"142134","0","2","3","-1","","","-1","-1","-1","73236","-1","-1","-1","678","0"
"142136","0","2","3","-1","","","-1","-1","-1","72546","-1","-1","-1","679","0"
"142138","0","2","3","-1","","","-1","13","-1","72801","-1","-1","-1","680","0"
"142145","0","2","3","-1","","","-1","-1","-1","80322","-1","-1","-1","681","100"
"142149","0","2","3","-1","","","-1","58","-1","93396","-1","-1","-1","682","100"
"151107","0","2","3","-1","","","-1","50","-1","87700","-1","-1","-1","683","0"
"195897","0","7","3","-1","","","-1","60","-1","57335","-1","-1","-1","684","100"
"151123","1","13","3","-1","","","-1","46","-1","87700","-1","-1","-1","685","0"
