"Int0","Int1","SNOScene","Int2","TagMap_","CustomTileInfo_","CustomTileInfo_I0","CustomTileInfo_I1","CustomTileInfo_I2","CustomTileInfo_V0_","CustomTileInfo_V0_X","CustomTileInfo_V0_Y","Id"
"1","300","174055","100","True","True","0","0","0","True","0","0","475"
"2","300","174056","100","True","True","0","0","0","True","0","0","476"
"8","300","174057","100","True","True","0","0","0","True","0","0","477"
"0","401","31004","100","True","True","0","0","0","True","0","0","478"
"12","100","31005","100","True","True","0","0","0","True","0","0","479"
"12","100","31006","100","True","True","0","0","0","True","0","0","480"
"12","100","31007","100","True","True","0","0","0","True","0","0","481"
"4","100","31008","100","True","True","0","0","0","True","0","0","482"
"4","200","31009","100","True","True","0","0","0","True","0","0","483"
"13","100","31010","100","True","True","0","0","0","True","0","0","484"
"13","100","31011","100","True","True","0","0","0","True","0","0","485"
"5","100","31012","100","True","True","0","0","0","True","0","0","486"
"5","100","31013","100","True","True","0","0","0","True","0","0","487"
"15","100","31014","100","True","True","0","0","0","True","0","0","488"
"15","100","31015","100","True","True","0","0","0","True","0","0","489"
"15","100","31016","100","True","True","0","0","0","True","0","0","490"
"15","100","31017","100","True","True","0","0","0","True","0","0","491"
"7","100","31018","100","True","True","0","0","0","True","0","0","492"
"7","100","31019","100","True","True","0","0","0","True","0","0","493"
"7","100","31020","100","True","True","0","0","0","True","0","0","494"
"11","100","31021","100","True","True","0","0","0","True","0","0","495"
"3","100","31022","100","True","True","0","0","0","True","0","0","496"
"3","100","31023","100","True","True","0","0","0","True","0","0","497"
"9","100","31024","100","True","True","0","0","0","True","0","0","498"
"9","100","31025","100","True","True","0","0","0","True","0","0","499"
"1","100","31026","100","True","True","0","0","0","True","0","0","500"
"1","200","31027","100","True","True","0","0","0","True","0","0","501"
"14","100","31028","100","True","True","0","0","0","True","0","0","502"
"14","100","31029","100","True","True","0","0","0","True","0","0","503"
"14","100","31030","100","True","True","0","0","0","True","0","0","504"
"6","100","31031","100","True","True","0","0","0","True","0","0","505"
"6","100","31032","100","True","True","0","0","0","True","0","0","506"
"10","100","31033","100","True","True","0","0","0","True","0","0","507"
"2","100","31034","100","True","True","0","0","0","True","0","0","508"
"2","200","31035","100","True","True","0","0","0","True","0","0","509"
"8","100","31036","100","True","True","0","0","0","True","0","0","510"
"4","300","58021","100","True","True","0","0","0","True","0","0","511"
"1","300","58022","100","True","True","0","0","0","True","0","0","512"
"2","300","58023","100","True","True","0","0","0","True","0","0","513"
"8","300","58024","100","True","True","0","0","0","True","0","0","514"
"0","401","213783","100","True","True","0","0","0","True","0","0","515"
"0","401","31037","100","True","True","0","0","0","True","0","0","516"
"0","401","31038","100","True","True","0","0","0","True","0","0","517"
"0","401","68087","100","True","True","0","0","0","True","0","0","518"
"0","401","31039","100","True","True","0","0","0","True","0","0","519"
"0","401","31040","100","True","True","0","0","0","True","0","0","520"
"0","401","1783","100","True","True","0","0","0","True","0","0","521"
"0","401","31042","100","True","True","0","0","0","True","0","0","522"
"0","100","59810","100","True","True","0","0","0","True","0","0","523"
"4","100","31046","100","True","True","0","0","0","True","0","0","524"
"4","100","31047","100","True","True","0","0","0","True","0","0","525"
"4","300","151790","100","True","True","0","0","0","True","0","0","526"
"4","100","184616","100","True","True","0","0","0","True","0","0","527"
"4","200","31048","100","True","True","0","0","0","True","0","0","528"
"4","300","31049","100","True","True","0","0","0","True","0","0","529"
"12","100","31043","100","True","True","0","0","0","True","0","0","530"
"12","100","31044","100","True","True","0","0","0","True","0","0","531"
"12","100","31045","100","True","True","0","0","0","True","0","0","532"
"0","401","75656","100","True","True","0","0","0","True","0","0","533"
"0","401","168887","100","True","True","0","0","0","True","0","0","534"
"12","100","31050","100","True","True","0","0","0","True","0","0","535"
"12","100","31051","100","True","True","0","0","0","True","0","0","536"
"12","100","31053","100","True","True","0","0","0","True","0","0","537"
"12","100","67027","100","True","True","0","0","0","True","0","0","538"
"12","100","59216","100","True","True","0","0","0","True","0","0","539"
"12","100","31055","100","True","True","0","0","0","True","0","0","540"
"3","100","31056","100","True","True","0","0","0","True","0","0","541"
"3","100","31057","100","True","True","0","0","0","True","0","0","542"
"3","100","31058","100","True","True","0","0","0","True","0","0","543"
"3","100","59558","100","True","True","0","0","0","True","0","0","544"
"3","100","31059","100","True","True","0","0","0","True","0","0","545"
"3","100","1784","100","True","True","0","0","0","True","0","0","546"
"3","100","67558","100","True","True","0","0","0","True","0","0","547"
"1","100","31070","100","True","True","0","0","0","True","0","0","548"
"1","100","31071","100","True","True","0","0","0","True","0","0","549"
"1","100","31072","100","True","True","0","0","0","True","0","0","550"
"1","300","184618","100","True","True","0","0","0","True","0","0","551"
"1","200","31073","100","True","True","0","0","0","True","0","0","552"
"1","300","31074","100","True","True","0","0","0","True","0","0","553"
"1","100","31075","100","True","True","0","0","0","True","0","0","554"
"5","100","31062","100","True","True","0","0","0","True","0","0","555"
"13","100","31061","100","True","True","0","0","0","True","0","0","556"
"3","100","31068","100","True","True","0","0","0","True","0","0","557"
"7","100","31066","100","True","True","0","0","0","True","0","0","558"
"7","100","65903","100","True","True","0","0","0","True","0","0","559"
"15","100","31063","100","True","True","0","0","0","True","0","0","560"
"15","100","150675","100","True","True","0","0","0","True","0","0","561"
"15","100","69230","100","True","True","0","0","0","True","0","0","562"
"15","100","31064","100","True","True","0","0","0","True","0","0","563"
"15","100","67928","100","True","True","0","0","0","True","0","0","564"
"11","100","31067","100","True","True","0","0","0","True","0","0","565"
"11","100","67751","100","True","True","0","0","0","True","0","0","566"
"9","100","31069","100","True","True","0","0","0","True","0","0","567"
"15","100","116976","100","True","True","0","0","0","True","0","0","568"
"8","100","33044","100","True","True","0","0","0","True","0","0","569"
"4","300","92967","100","True","True","0","0","0","True","0","0","570"
"1","100","33032","100","True","True","0","0","0","True","0","0","571"
"0","401","154775","100","True","True","0","0","0","True","0","0","572"
"0","401","30958","100","True","True","0","0","0","True","0","0","573"
"0","401","202042","100","True","True","0","0","0","True","0","0","587"
"0","401","30958","100","True","True","0","0","0","True","0","0","588"
"4","100","30962","100","True","True","0","0","0","True","0","0","589"
"4","200","30963","100","True","True","0","0","0","True","0","0","590"
"4","300","57474","100","True","True","0","0","0","True","0","0","591"
"12","100","30959","100","True","True","0","0","0","True","0","0","592"
"12","100","30960","100","True","True","0","0","0","True","0","0","593"
"12","100","30961","100","True","True","0","0","0","True","0","0","594"
"12","100","198184","100","True","True","0","0","0","True","0","0","595"
"1","100","30981","100","True","True","0","0","0","True","0","0","596"
"1","200","30982","100","True","True","0","0","0","True","0","0","597"
"1","300","57475","100","True","True","0","0","0","True","0","0","598"
"5","100","30965","100","True","True","0","0","0","True","0","0","599"
"5","100","30966","100","True","True","0","0","0","True","0","0","600"
"13","100","30964","100","True","True","0","0","0","True","0","0","601"
"13","100","1779","100","True","True","0","0","0","True","0","0","602"
"3","100","30977","100","True","True","0","0","0","True","0","0","603"
"3","100","30978","100","True","True","0","0","0","True","0","0","604"
"7","100","30971","100","True","True","0","0","0","True","0","0","605"
"7","100","30972","100","True","True","0","0","0","True","0","0","606"
"7","100","30973","100","True","True","0","0","0","True","0","0","607"
"7","100","158161","100","True","True","0","0","0","True","0","0","608"
"4","300","80580","100","True","True","0","0","0","True","0","0","609"
"15","100","30967","100","True","True","0","0","0","True","0","0","610"
"15","100","30968","100","True","True","0","0","0","True","0","0","611"
"15","100","30969","100","True","True","0","0","0","True","0","0","612"
"15","100","30970","100","True","True","0","0","0","True","0","0","613"
"11","100","30975","100","True","True","0","0","0","True","0","0","614"
"11","100","30976","100","True","True","0","0","0","True","0","0","615"
"11","100","199783","100","True","True","0","0","0","True","0","0","616"
"9","100","30979","100","True","True","0","0","0","True","0","0","617"
"9","100","30980","100","True","True","0","0","0","True","0","0","618"
"2","100","30988","100","True","True","0","0","0","True","0","0","619"
"2","200","30989","100","True","True","0","0","0","True","0","0","620"
"2","300","57476","100","True","True","0","0","0","True","0","0","621"
"2","300","198412","100","True","True","0","0","0","True","0","0","622"
"6","100","30985","100","True","True","0","0","0","True","0","0","623"
"6","100","30986","100","True","True","0","0","0","True","0","0","624"
"14","100","30983","100","True","True","0","0","0","True","0","0","625"
"14","100","1780","100","True","True","0","0","0","True","0","0","626"
"14","100","30984","100","True","True","0","0","0","True","0","0","627"
"0","100","59372","100","True","True","0","0","0","True","0","0","628"
"10","100","30987","100","True","True","0","0","0","True","0","0","629"
"8","100","30990","100","True","True","0","0","0","True","0","0","630"
"8","200","30991","100","True","True","0","0","0","True","0","0","631"
"8","300","57477","100","True","True","0","0","0","True","0","0","632"
"4","100","67675","100","True","True","0","0","0","True","0","0","644"
"4","300","153331","100","True","True","0","0","0","True","0","0","645"
"4","200","67690","100","True","True","0","0","0","True","0","0","646"
"4","300","68142","100","True","True","0","0","0","True","0","0","647"
"12","100","67723","100","True","True","0","0","0","True","0","0","648"
"0","401","167942","100","True","True","0","0","0","True","0","0","649"
"4","100","132203","100","True","True","0","0","0","True","0","0","650"
"4","300","160760","100","True","True","0","0","0","True","0","0","651"
"4","200","132208","100","True","True","0","0","0","True","0","0","652"
"4","300","132213","100","True","True","0","0","0","True","0","0","653"
"12","100","132029","100","True","True","0","0","0","True","0","0","654"
"1","100","132218","100","True","True","0","0","0","True","0","0","655"
"1","300","160834","100","True","True","0","0","0","True","0","0","656"
"1","200","132223","100","True","True","0","0","0","True","0","0","657"
"1","300","132228","100","True","True","0","0","0","True","0","0","658"
"5","100","132233","100","True","True","0","0","0","True","0","0","659"
"13","100","132238","100","True","True","0","0","0","True","0","0","660"
"3","100","132243","100","True","True","0","0","0","True","0","0","661"
"7","100","132248","100","True","True","0","0","0","True","0","0","662"
"15","100","131902","100","True","True","0","0","0","True","0","0","663"
"11","100","132253","100","True","True","0","0","0","True","0","0","664"
"9","100","132258","100","True","True","0","0","0","True","0","0","665"
"2","100","132263","100","True","True","0","0","0","True","0","0","666"
"2","300","160850","100","True","True","0","0","0","True","0","0","667"
"2","200","132268","100","True","True","0","0","0","True","0","0","668"
"2","300","132273","100","True","True","0","0","0","True","0","0","669"
"6","100","132278","100","True","True","0","0","0","True","0","0","670"
"14","100","132283","100","True","True","0","0","0","True","0","0","671"
"10","100","132288","100","True","True","0","0","0","True","0","0","672"
"8","100","132293","100","True","True","0","0","0","True","0","0","673"
"8","300","160078","100","True","True","0","0","0","True","0","0","674"
"8","200","132298","100","True","True","0","0","0","True","0","0","675"
"8","300","132303","100","True","True","0","0","0","True","0","0","676"
"1","100","67775","100","True","True","0","0","0","True","0","0","677"
"1","300","153332","100","True","True","0","0","0","True","0","0","678"
"1","200","67790","100","True","True","0","0","0","True","0","0","679"
"1","300","68143","100","True","True","0","0","0","True","0","0","680"
"5","100","67811","100","True","True","0","0","0","True","0","0","681"
"13","100","67885","100","True","True","0","0","0","True","0","0","682"
"3","100","69788","100","True","True","0","0","0","True","0","0","683"
"7","100","59139","100","True","True","0","0","0","True","0","0","684"
"15","100","67325","100","True","True","0","0","0","True","0","0","685"
"15","100","69174","100","True","True","0","0","0","True","0","0","686"
"15","100","68222","100","True","True","0","0","0","True","0","0","687"
"11","100","67912","100","True","True","0","0","0","True","0","0","688"
"9","100","67931","100","True","True","0","0","0","True","0","0","689"
"2","100","68057","100","True","True","0","0","0","True","0","0","690"
"2","300","153333","100","True","True","0","0","0","True","0","0","691"
"2","200","68067","100","True","True","0","0","0","True","0","0","692"
"2","300","68144","100","True","True","0","0","0","True","0","0","693"
"6","100","68076","100","True","True","0","0","0","True","0","0","694"
"14","100","68091","100","True","True","0","0","0","True","0","0","695"
"10","100","68110","100","True","True","0","0","0","True","0","0","696"
"8","100","68119","100","True","True","0","0","0","True","0","0","697"
"8","300","153334","100","True","True","0","0","0","True","0","0","698"
"8","200","68130","100","True","True","0","0","0","True","0","0","699"
"8","300","68145","100","True","True","0","0","0","True","0","0","700"
"5","100","82838","100","True","True","0","0","0","True","0","0","717"
"13","100","82831","100","True","True","0","0","0","True","0","0","718"
"7","100","85997","100","True","True","0","0","0","True","0","0","719"
"7","100","192564","100","True","True","0","0","0","True","0","0","720"
"15","100","82879","100","True","True","0","0","0","True","0","0","721"
"11","100","82901","100","True","True","0","0","0","True","0","0","722"
"11","100","192733","100","True","True","0","0","0","True","0","0","723"
"9","100","82908","100","True","True","0","0","0","True","0","0","724"
"6","100","82939","100","True","True","0","0","0","True","0","0","725"
"6","100","86013","100","True","True","0","0","0","True","0","0","726"
"10","100","82954","100","True","True","0","0","0","True","0","0","742"
"3","100","67782","100","True","True","0","0","0","True","0","0","759"
"3","100","212920","100","True","True","0","0","0","True","0","0","760"
"3","100","68027","100","True","True","0","0","0","True","0","0","761"
"3","100","212896","100","True","True","0","0","0","True","0","0","762"
"3","100","68283","100","True","True","0","0","0","True","0","0","763"
"3","100","212912","100","True","True","0","0","0","True","0","0","764"
"3","100","68414","100","True","True","0","0","0","True","0","0","765"
"3","100","68169","100","True","True","0","0","0","True","0","0","766"
"3","100","70501","100","True","True","0","0","0","True","0","0","767"
"3","100","68500","100","True","True","0","0","0","True","0","0","768"
"3","100","69756","100","True","True","0","0","0","True","0","0","769"
"4","100","118004","100","True","True","0","0","0","True","0","0","771"
"4","100","118013","100","True","True","0","0","0","True","0","0","772"
"4","100","118007","100","True","True","0","0","0","True","0","0","773"
"4","100","150768","100","True","True","0","0","0","True","0","0","774"
"4","100","150771","100","True","True","0","0","0","True","0","0","775"
"4","100","150777","100","True","True","0","0","0","True","0","0","776"
"4","100","150774","100","True","True","0","0","0","True","0","0","777"
"4","100","118010","100","True","True","0","0","0","True","0","0","778"
"12","100","116325","100","True","True","0","0","0","True","0","0","791"
"12","100","116333","100","True","True","0","0","0","True","0","0","792"
"12","100","116329","100","True","True","0","0","0","True","0","0","793"
"12","100","116321","100","True","True","0","0","0","True","0","0","794"
"12","100","116495","100","True","True","0","0","0","True","0","0","795"
"12","100","116503","100","True","True","0","0","0","True","0","0","796"
"12","100","116499","100","True","True","0","0","0","True","0","0","797"
"12","100","116491","100","True","True","0","0","0","True","0","0","798"
"0","401","199983","100","True","True","0","0","0","True","0","0","799"
"0","401","199989","100","True","True","0","0","0","True","0","0","800"
"0","401","199992","100","True","True","0","0","0","True","0","0","801"
"0","401","199986","100","True","True","0","0","0","True","0","0","802"
"3","401","156378","100","True","True","0","0","0","True","0","0","803"
"3","401","156372","100","True","True","0","0","0","True","0","0","804"
"2","401","156285","100","True","True","0","0","0","True","0","0","805"
"2","401","156292","100","True","True","0","0","0","True","0","0","806"
"2","401","156295","100","True","True","0","0","0","True","0","0","807"
"2","401","156288","100","True","True","0","0","0","True","0","0","808"
"1","100","117841","100","True","True","0","0","0","True","0","0","809"
"1","100","117850","100","True","True","0","0","0","True","0","0","810"
"1","100","117844","100","True","True","0","0","0","True","0","0","811"
"1","100","117847","100","True","True","0","0","0","True","0","0","812"
"5","100","111062","100","True","True","0","0","0","True","0","0","813"
"5","100","111071","100","True","True","0","0","0","True","0","0","814"
"5","100","111065","100","True","True","0","0","0","True","0","0","815"
"5","100","111068","100","True","True","0","0","0","True","0","0","816"
"5","100","120600","100","True","True","0","0","0","True","0","0","817"
"5","100","120574","100","True","True","0","0","0","True","0","0","818"
"5","100","120603","100","True","True","0","0","0","True","0","0","819"
"5","100","120606","100","True","True","0","0","0","True","0","0","820"
"13","100","116996","100","True","True","0","0","0","True","0","0","821"
"13","100","117004","100","True","True","0","0","0","True","0","0","822"
"13","100","117000","100","True","True","0","0","0","True","0","0","823"
"13","100","116992","100","True","True","0","0","0","True","0","0","824"
"3","100","120446","100","True","True","0","0","0","True","0","0","825"
"3","100","120454","100","True","True","0","0","0","True","0","0","826"
"3","100","120450","100","True","True","0","0","0","True","0","0","827"
"3","100","120442","100","True","True","0","0","0","True","0","0","828"
"3","100","115976","100","True","True","0","0","0","True","0","0","829"
"3","100","115984","100","True","True","0","0","0","True","0","0","830"
"3","100","150337","100","True","True","0","0","0","True","0","0","831"
"3","100","150343","100","True","True","0","0","0","True","0","0","832"
"3","100","150346","100","True","True","0","0","0","True","0","0","833"
"3","100","150340","100","True","True","0","0","0","True","0","0","834"
"3","100","115980","100","True","True","0","0","0","True","0","0","835"
"3","100","115972","100","True","True","0","0","0","True","0","0","836"
"3","100","121192","100","True","True","0","0","0","True","0","0","837"
"3","100","121200","100","True","True","0","0","0","True","0","0","838"
"3","100","121196","100","True","True","0","0","0","True","0","0","839"
"3","100","121188","100","True","True","0","0","0","True","0","0","840"
"7","100","115454","100","True","True","0","0","0","True","0","0","841"
"7","100","115462","100","True","True","0","0","0","True","0","0","842"
"7","100","115458","100","True","True","0","0","0","True","0","0","843"
"7","100","115450","100","True","True","0","0","0","True","0","0","844"
"15","100","86852","100","True","True","0","0","0","True","0","0","845"
"15","100","86855","100","True","True","0","0","0","True","0","0","846"
"15","100","86853","100","True","True","0","0","0","True","0","0","847"
"15","100","86854","100","True","True","0","0","0","True","0","0","848"
"11","100","115223","100","True","True","0","0","0","True","0","0","849"
"11","100","115232","100","True","True","0","0","0","True","0","0","850"
"11","100","115226","100","True","True","0","0","0","True","0","0","851"
"11","100","115229","100","True","True","0","0","0","True","0","0","852"
"11","100","118415","100","True","True","0","0","0","True","0","0","853"
"11","100","118423","100","True","True","0","0","0","True","0","0","854"
"11","100","118419","100","True","True","0","0","0","True","0","0","855"
"11","100","118411","100","True","True","0","0","0","True","0","0","856"
"9","100","107258","100","True","True","0","0","0","True","0","0","857"
"9","100","107248","100","True","True","0","0","0","True","0","0","858"
"9","100","107263","100","True","True","0","0","0","True","0","0","859"
"9","100","107253","100","True","True","0","0","0","True","0","0","860"
"9","100","120062","100","True","True","0","0","0","True","0","0","861"
"9","100","120071","100","True","True","0","0","0","True","0","0","862"
"9","100","120065","100","True","True","0","0","0","True","0","0","863"
"9","100","120068","100","True","True","0","0","0","True","0","0","864"
"2","100","118309","100","True","True","0","0","0","True","0","0","865"
"2","100","118318","100","True","True","0","0","0","True","0","0","866"
"2","100","118312","100","True","True","0","0","0","True","0","0","867"
"2","100","118315","100","True","True","0","0","0","True","0","0","868"
"2","100","151076","100","True","True","0","0","0","True","0","0","869"
"2","100","151082","100","True","True","0","0","0","True","0","0","870"
"2","100","151085","100","True","True","0","0","0","True","0","0","871"
"2","100","151079","100","True","True","0","0","0","True","0","0","872"
"2","300","148100","100","True","True","0","0","0","True","0","0","873"
"2","300","148089","100","True","True","0","0","0","True","0","0","874"
"2","300","148105","100","True","True","0","0","0","True","0","0","875"
"2","300","148095","100","True","True","0","0","0","True","0","0","876"
"2","300","152712","100","True","True","0","0","0","True","0","0","877"
"2","300","152718","100","True","True","0","0","0","True","0","0","878"
"2","300","152721","100","True","True","0","0","0","True","0","0","879"
"2","300","152715","100","True","True","0","0","0","True","0","0","880"
"6","100","116933","100","True","True","0","0","0","True","0","0","881"
"6","100","116942","100","True","True","0","0","0","True","0","0","882"
"6","100","116936","100","True","True","0","0","0","True","0","0","883"
"6","100","116939","100","True","True","0","0","0","True","0","0","884"
"6","100","116253","100","True","True","0","0","0","True","0","0","885"
"6","100","116263","100","True","True","0","0","0","True","0","0","886"
"6","100","116257","100","True","True","0","0","0","True","0","0","887"
"6","100","116280","100","True","True","0","0","0","True","0","0","888"
"6","100","115872","100","True","True","0","0","0","True","0","0","889"
"6","100","115881","100","True","True","0","0","0","True","0","0","890"
"6","100","115875","100","True","True","0","0","0","True","0","0","891"
"6","100","115878","100","True","True","0","0","0","True","0","0","892"
"6","100","120828","100","True","True","0","0","0","True","0","0","893"
"6","100","120836","100","True","True","0","0","0","True","0","0","894"
"6","100","120832","100","True","True","0","0","0","True","0","0","895"
"6","100","120824","100","True","True","0","0","0","True","0","0","896"
"14","100","114347","100","True","True","0","0","0","True","0","0","897"
"14","100","114356","100","True","True","0","0","0","True","0","0","898"
"14","100","114350","100","True","True","0","0","0","True","0","0","899"
"14","100","114353","100","True","True","0","0","0","True","0","0","900"
"14","100","117763","100","True","True","0","0","0","True","0","0","901"
"14","100","117771","100","True","True","0","0","0","True","0","0","902"
"14","100","117767","100","True","True","0","0","0","True","0","0","903"
"14","100","117759","100","True","True","0","0","0","True","0","0","904"
"0","401","108440","100","True","True","0","0","0","True","0","0","905"
"0","401","129725","100","True","True","0","0","0","True","0","0","906"
"0","401","129731","100","True","True","0","0","0","True","0","0","907"
"0","401","129734","100","True","True","0","0","0","True","0","0","908"
"0","401","129728","100","True","True","0","0","0","True","0","0","909"
"0","401","131458","100","True","True","0","0","0","True","0","0","910"
"0","401","131464","100","True","True","0","0","0","True","0","0","911"
"0","401","131467","100","True","True","0","0","0","True","0","0","912"
"0","401","131461","100","True","True","0","0","0","True","0","0","913"
"0","401","120297","100","True","True","0","0","0","True","0","0","914"
"0","401","120303","100","True","True","0","0","0","True","0","0","915"
"0","401","120300","100","True","True","0","0","0","True","0","0","916"
"0","401","120294","100","True","True","0","0","0","True","0","0","917"
"0","401","141803","100","True","True","0","0","0","True","0","0","918"
"0","401","141804","100","True","True","0","0","0","True","0","0","919"
"0","401","141805","100","True","True","0","0","0","True","0","0","920"
"0","401","141807","100","True","True","0","0","0","True","0","0","921"
"0","401","133030","100","True","True","0","0","0","True","0","0","922"
"0","401","133036","100","True","True","0","0","0","True","0","0","923"
"0","401","133039","100","True","True","0","0","0","True","0","0","924"
"0","401","133033","100","True","True","0","0","0","True","0","0","925"
"0","200","129427","100","True","True","0","0","0","True","0","0","926"
"0","200","129433","100","True","True","0","0","0","True","0","0","927"
"0","200","129436","100","True","True","0","0","0","True","0","0","928"
"0","200","129430","100","True","True","0","0","0","True","0","0","929"
"0","200","130295","100","True","True","0","0","0","True","0","0","930"
"0","200","130301","100","True","True","0","0","0","True","0","0","931"
"0","200","130304","100","True","True","0","0","0","True","0","0","932"
"0","200","130298","100","True","True","0","0","0","True","0","0","933"
"0","300","128931","100","True","True","0","0","0","True","0","0","934"
"0","300","128940","100","True","True","0","0","0","True","0","0","935"
"0","300","128940","100","True","True","0","0","0","True","0","0","936"
"0","300","128934","100","True","True","0","0","0","True","0","0","937"
"10","100","112664","100","True","True","0","0","0","True","0","0","938"
"10","100","112673","100","True","True","0","0","0","True","0","0","939"
"10","100","112667","100","True","True","0","0","0","True","0","0","940"
"10","100","112670","100","True","True","0","0","0","True","0","0","941"
"8","100","119065","100","True","True","0","0","0","True","0","0","942"
"8","100","119074","100","True","True","0","0","0","True","0","0","943"
"8","100","119068","100","True","True","0","0","0","True","0","0","944"
"8","100","119071","100","True","True","0","0","0","True","0","0","945"
"4","100","188842","100","True","True","0","0","0","True","0","0","946"
"4","300","189312","100","True","True","0","0","0","True","0","0","947"
"4","200","188852","100","True","True","0","0","0","True","0","0","948"
"4","300","221695","100","True","True","0","0","0","True","0","0","949"
"12","100","188826","100","True","True","0","0","0","True","0","0","950"
"0","401","188860","100","True","True","0","0","0","True","0","0","951"
"1","100","188957","100","True","True","0","0","0","True","0","0","952"
"1","300","189323","100","True","True","0","0","0","True","0","0","953"
"1","200","188973","100","True","True","0","0","0","True","0","0","954"
"1","300","221694","100","True","True","0","0","0","True","0","0","955"
"5","100","188884","100","True","True","0","0","0","True","0","0","956"
"13","100","188872","100","True","True","0","0","0","True","0","0","957"
"3","100","188926","100","True","True","0","0","0","True","0","0","958"
"7","100","188896","100","True","True","0","0","0","True","0","0","959"
"15","100","188753","100","True","True","0","0","0","True","0","0","960"
"11","100","188909","100","True","True","0","0","0","True","0","0","961"
"9","100","188940","100","True","True","0","0","0","True","0","0","962"
"2","100","189089","100","True","True","0","0","0","True","0","0","963"
"2","300","189324","100","True","True","0","0","0","True","0","0","964"
"2","200","189120","100","True","True","0","0","0","True","0","0","965"
"2","300","221693","100","True","True","0","0","0","True","0","0","966"
"6","100","189016","100","True","True","0","0","0","True","0","0","967"
"14","100","189003","100","True","True","0","0","0","True","0","0","968"
"10","100","189028","100","True","True","0","0","0","True","0","0","969"
"8","100","189137","100","True","True","0","0","0","True","0","0","970"
"8","300","189325","100","True","True","0","0","0","True","0","0","971"
"8","200","189152","100","True","True","0","0","0","True","0","0","972"
"8","300","189162","100","True","True","0","0","0","True","0","0","973"
"0","401","186550","100","True","True","0","0","0","True","0","0","974"
"0","401","204708","100","True","True","0","0","0","True","0","0","975"
"0","401","193239","100","True","True","0","0","0","True","0","0","976"
"12","100","75261","100","True","True","0","0","0","True","0","0","977"
"5","100","75141","100","True","True","0","0","0","True","0","0","978"
"3","100","75186","100","True","True","0","0","0","True","0","0","979"
"15","100","75353","100","True","True","0","0","0","True","0","0","980"
"15","100","116976","100","True","True","0","0","0","True","0","0","981"
"11","100","75144","100","True","True","0","0","0","True","0","0","982"
"2","200","75138","100","True","True","0","0","0","True","0","0","983"
"8","200","75606","100","True","True","0","0","0","True","0","0","984"
"12","100","77019","100","True","True","0","0","0","True","0","0","985"
"5","100","77528","100","True","True","0","0","0","True","0","0","986"
"3","100","77743","100","True","True","0","0","0","True","0","0","987"
"15","100","76669","100","True","True","0","0","0","True","0","0","988"
"11","100","77559","100","True","True","0","0","0","True","0","0","989"
"2","200","76837","100","True","True","0","0","0","True","0","0","990"
"8","200","77876","100","True","True","0","0","0","True","0","0","991"
"0","401","32936","100","True","True","0","0","0","True","0","0","992"
"0","100","60885","100","True","True","0","0","0","True","0","0","993"
"0","100","32938","100","True","True","0","0","0","True","0","0","994"
"4","100","32943","100","True","True","0","0","0","True","0","0","995"
"4","300","136166","100","True","True","0","0","0","True","0","0","996"
"4","200","32944","100","True","True","0","0","0","True","0","0","997"
"4","200","32945","100","True","True","0","0","0","True","0","0","998"
"4","300","32946","100","True","True","0","0","0","True","0","0","999"
"4","300","32947","100","True","True","0","0","0","True","0","0","1000"
"4","300","174633","100","True","True","0","0","0","True","0","0","1001"
"4","300","132948","100","True","True","0","0","0","True","0","0","1002"
"12","100","32939","100","True","True","0","0","0","True","0","0","1003"
"12","101","67021","100","True","True","0","0","0","True","0","0","1004"
"12","100","32940","100","True","True","0","0","0","True","0","0","1005"
"12","100","32941","100","True","True","0","0","0","True","0","0","1006"
"12","100","1883","100","True","True","0","0","0","True","0","0","1007"
"1","100","32969","100","True","True","0","0","0","True","0","0","1008"
"1","100","32970","100","True","True","0","0","0","True","0","0","1009"
"1","100","32971","100","True","True","0","0","0","True","0","0","1010"
"1","300","136167","100","True","True","0","0","0","True","0","0","1011"
"1","200","32974","100","True","True","0","0","0","True","0","0","1012"
"1","200","32975","100","True","True","0","0","0","True","0","0","1013"
"1","300","32976","100","True","True","0","0","0","True","0","0","1014"
"1","300","174643","100","True","True","0","0","0","True","0","0","1015"
"5","100","32952","100","True","True","0","0","0","True","0","0","1016"
"5","100","66589","100","True","True","0","0","0","True","0","0","1017"
"5","100","32954","100","True","True","0","0","0","True","0","0","1018"
"5","100","32955","100","True","True","0","0","0","True","0","0","1019"
"5","100","32956","100","True","True","0","0","0","True","0","0","1020"
"5","100","32957","100","True","True","0","0","0","True","0","0","1021"
"13","100","32951","100","True","True","0","0","0","True","0","0","1022"
"3","100","32961","100","True","True","0","0","0","True","0","0","1023"
"3","100","66919","100","True","True","0","0","0","True","0","0","1024"
"3","100","32963","100","True","True","0","0","0","True","0","0","1025"
"3","100","32964","100","True","True","0","0","0","True","0","0","1026"
"7","100","32960","100","True","True","0","0","0","True","0","0","1027"
"15","100","32958","100","True","True","0","0","0","True","0","0","1028"
"15","100","91612","100","True","True","0","0","0","True","0","0","1029"
"11","100","1884","100","True","True","0","0","0","True","0","0","1030"
"9","100","32965","100","True","True","0","0","0","True","0","0","1031"
"9","100","32967","100","True","True","0","0","0","True","0","0","1032"
"9","100","32968","100","True","True","0","0","0","True","0","0","1033"
"2","100","32989","100","True","True","0","0","0","True","0","0","1034"
"2","100","32990","100","True","True","0","0","0","True","0","0","1035"
