"SNOHandle_","SNOHandle_Id","PRTransform_","PRTransform_Quaternion_","PRTransform_Quaternion_W","PRTransform_Quaternion_Vector3D_","PRTransform_Quaternion_Vector3D_X","PRTransform_Quaternion_Vector3D_Y","PRTransform_Quaternion_Vector3D_Z","PRTransform_Vector3D_","PRTransform_Vector3D_X","PRTransform_Vector3D_Y","PRTransform_Vector3D_Z","SceneSpecification_","SceneSpecification_CellZ","SceneSpecification_Cell_","SceneSpecification_Cell_X","SceneSpecification_Cell_Y","SceneSpecification_SNOLevelAreas_0","SceneSpecification_SNOLevelAreas_1","SceneSpecification_SNOLevelAreas_2","SceneSpecification_SNOLevelAreas_3","SceneSpecification_SNOPrevWorld","SceneSpecification_Unknown1","SceneSpecification_SNOPrevLevelArea","SceneSpecification_SNONextWorld","SceneSpecification_Unknown2","SceneSpecification_SNONextLevelArea","SceneSpecification_SNOMusic","SceneSpecification_SNOCombatMusic","SceneSpecification_SNOAmbient","SceneSpecification_SNOReverb","SceneSpecification_SNOWeather","SceneSpecification_SNOPresetWorld","SceneSpecification_Unknown3","SceneSpecification_Unknown4","SceneSpecification_Unknown5","SceneSpecification_ClusterID","SceneSpecification_SceneCachedValues_","SceneSpecification_SceneCachedValues_Unknown1","SceneSpecification_SceneCachedValues_Unknown2","SceneSpecification_SceneCachedValues_Unknown3","SceneSpecification_SceneCachedValues_AABB1_","SceneSpecification_SceneCachedValues_AABB1_Min_","SceneSpecification_SceneCachedValues_AABB1_Min_X","SceneSpecification_SceneCachedValues_AABB1_Min_Y","SceneSpecification_SceneCachedValues_AABB1_Min_Z","SceneSpecification_SceneCachedValues_AABB1_Max_","SceneSpecification_SceneCachedValues_AABB1_Max_X","SceneSpecification_SceneCachedValues_AABB1_Max_Y","SceneSpecification_SceneCachedValues_AABB1_Max_Z","SceneSpecification_SceneCachedValues_AABB2_","SceneSpecification_SceneCachedValues_AABB2_Min_","SceneSpecification_SceneCachedValues_AABB2_Min_X","SceneSpecification_SceneCachedValues_AABB2_Min_Y","SceneSpecification_SceneCachedValues_AABB2_Min_Z","SceneSpecification_SceneCachedValues_AABB2_Max_","SceneSpecification_SceneCachedValues_AABB2_Max_X","SceneSpecification_SceneCachedValues_AABB2_Max_Y","SceneSpecification_SceneCachedValues_AABB2_Max_Z","SceneSpecification_SceneCachedValues_Unknown4_0","SceneSpecification_SceneCachedValues_Unknown4_1","SceneSpecification_SceneCachedValues_Unknown4_2","SceneSpecification_SceneCachedValues_Unknown4_3","SceneSpecification_SceneCachedValues_Unknown5","Id"
"True","90283","True","True","1","True","0","0","0","True","2880","1680","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160591","-1","50549","-1","-1","-1","0","24","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","160"
"True","90277","True","True","1","True","0","0","0","True","2880","2400","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","161"
"True","90299","True","True","1","True","0","0","0","True","2640","1680","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160591","-1","50549","-1","-1","-1","0","24","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","162"
"True","90200","True","True","1","True","0","0","0","True","2640","1920","27","True","0","True","0","0","91324","91133","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160276","-1","50549","-1","-1","-1","0","24","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","163"
"True","90202","True","True","1","True","0","0","0","True","2640","2160","27","True","0","True","0","0","91324","91133","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160276","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","164"
"True","90285","True","True","1","True","0","0","0","True","2640","2400","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","165"
"True","90289","True","True","1","True","0","0","0","True","2400","1680","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","106746","2","-1","137975","-1","160591","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","166"
"True","90198","True","True","1","True","0","0","0","True","2400","1920","27","True","0","True","0","0","101351","91133","-1","-1","-1","-1","-1","107050","-1","-1","137975","-1","160276","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","167"
"True","90196","True","True","1","True","0","0","0","True","2400","2160","27","True","0","True","0","0","101351","91133","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160276","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","168"
"True","90287","True","True","1","True","0","0","0","True","2400","2400","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","-1","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","169"
"True","90297","True","True","1","True","0","0","0","True","2160","1680","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","-1","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","170"
"True","90295","True","True","1","True","0","0","0","True","2160","1920","27","True","0","True","0","0","101351","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160591","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","171"
"True","90293","True","True","1","True","0","0","0","True","2160","2160","27","True","0","True","0","0","101351","19929","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160591","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","172"
"True","90291","True","True","1","True","0","0","0","True","2160","2400","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","-1","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","173"
"True","93996","True","True","1","True","0","0","0","True","1920","1680","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","-1","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","174"
"True","93994","True","True","1","True","0","0","0","True","1920","1920","27","True","0","True","0","0","19933","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160934","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","175"
"True","93992","True","True","1","True","0","0","0","True","1920","2160","27","True","0","True","0","0","19938","19933","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160934","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","176"
"True","93990","True","True","1","True","0","0","0","True","1920","2400","27","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","177"
"True","94002","True","True","1","True","0","0","0","True","1680","1680","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","-1","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","178"
"True","94000","True","True","1","True","0","0","0","True","1680","1920","27","True","0","True","0","0","91324","-1","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","-1","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","179"
"True","33357","True","True","1","True","0","0","0","True","3600","2400","0.00006103516","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","180"
"True","93998","True","True","1","True","0","0","0","True","1680","2160","27","True","0","True","0","0","19938","19933","-1","-1","-1","-1","-1","-1","-1","-1","137975","-1","160934","-1","50549","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","181"
"True","59093","True","True","1","True","0","0","0","True","2460","120","0.0001220703","True","0","True","0","0","19952","179835","-1","-1","-1","-1","-1","-1","-1","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","182"
"True","59102","True","True","1","True","0","0","0","True","2460","-120","0","True","0","True","0","0","19952","179835","-1","-1","-1","-1","-1","-1","-1","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","183"
"True","33480","True","True","1","True","0","0","0","True","2460","-360","0","True","0","True","0","0","19952","-1","-1","-1","-1","-1","-1","-1","-1","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","184"
"True","33479","True","True","1","True","0","0","0","True","2700","-360","-0.00006103516","True","0","True","0","0","19952","-1","-1","-1","-1","-1","-1","-1","-1","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","185"
"True","33481","True","True","1","True","0","0","0","True","2700","600","0","True","0","True","0","0","19952","-1","-1","-1","-1","-1","-1","-1","-1","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","186"
"True","51262","True","True","1","True","0","0","0","True","2460","600","0","True","0","True","0","0","19952","-1","-1","-1","-1","-1","-1","-1","-1","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","187"
"True","74463","True","True","1","True","0","0","0","True","2520","1440","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","188"
"True","74463","True","True","1","True","0","0","0","True","2400","1440","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","189"
"True","74463","True","True","1","True","0","0","0","True","2400","1320","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","190"
"True","74463","True","True","1","True","0","0","0","True","2400","1200","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","191"
"True","74463","True","True","1","True","0","0","0","True","2400","1080","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","192"
"True","74463","True","True","1","True","0","0","0","True","2340","960","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","193"
"True","123079","True","True","1","True","0","0","0","True","2940","840","0.00003051758","True","0","True","0","0","19954","-1","-1","-1","-1","-1","-1","-1","-1","-1","141670","-1","161928","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","194"
"True","75283","True","True","1","True","0","0","0","True","2760","1440","0","True","0","True","0","0","19954","-1","-1","-1","-1","-1","-1","-1","-1","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","195"
"True","74356","True","True","1","True","0","0","0","True","2640","1440","0","True","0","True","0","0","19954","-1","-1","-1","-1","-1","-1","-1","-1","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","196"
"True","80942","True","True","1","True","0","0","0","True","540","-240","20","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","197"
"True","79023","True","True","1","True","0","0","0","True","2520","3480","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","18","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","198"
"True","79023","True","True","1","True","0","0","0","True","2760","3600","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","16","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","199"
"True","76186","True","True","1","True","0","0","0","True","2520","3360","0","True","0","True","0","0","19940","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","4","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","200"
"True","79023","True","True","1","True","0","0","0","True","2760","3480","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","17","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","201"
"True","79023","True","True","1","True","0","0","0","True","2760","3720","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","21","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","202"
"True","76186","True","True","1","True","0","0","0","True","2160","3240","40.00006","True","0","True","0","0","19941","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","5","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","203"
"True","76186","True","True","1","True","0","0","0","True","1680","3120","80","True","0","True","0","0","1199","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","27","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","204"
"True","74861","True","True","1","True","0","0","0","True","2760","3960","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","205"
"True","62716","True","True","1","True","0","0","0","True","2760","3120","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","14","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","206"
"True","76186","True","True","1","True","0","0","0","True","2880","3360","0","True","0","True","0","0","19940","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","4","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","207"
"True","76186","True","True","1","True","0","0","0","True","2880","3480","0","True","0","True","0","0","19940","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","4","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","208"
"True","60236","True","True","1","True","0","0","0","True","2040","3480","40","True","0","True","0","0","19941","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","5","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","209"
"True","76186","True","True","1","True","0","0","0","True","2040","3240","40","True","0","True","0","0","19941","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","5","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","210"
"True","62716","True","True","1","True","0","0","0","True","2040","3000","40","True","0","True","0","0","19941","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","14","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","211"
"True","78667","True","True","1","True","0","0","0","True","1320","3120","80","True","0","True","0","0","1199","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","27","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","212"
"True","78631","True","True","1","True","0","0","0","True","1560","3360","80","True","0","True","0","0","1199","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","27","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","213"
"True","76186","True","True","1","True","0","0","0","True","2640","3360","0","True","0","True","0","0","19940","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","4","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","214"
"True","79023","True","True","1","True","0","0","0","True","2040","3360","40","True","0","True","0","0","19941","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","18","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","215"
"True","74865","True","True","1","True","0","0","0","True","2640","3960","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","216"
"True","75346","True","True","1","True","0","0","0","True","2520","3960","0.00003051758","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","217"
"True","78561","True","True","1","True","0","0","0","True","2760","2880","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","218"
"True","78561","True","True","1","True","0","0","0","True","2520","2880","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","219"
"True","130516","True","True","1","True","0","0","0","True","2280","3120","0","True","0","True","0","0","19941","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","220"
"True","130537","True","True","1","True","0","0","0","True","2400","3120","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","221"
"True","130513","True","True","1","True","0","0","0","True","2280","3000","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","222"
"True","130534","True","True","1","True","0","0","0","True","2400","3000","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","223"
"True","130519","True","True","1","True","0","0","0","True","2280","3240","0","True","0","True","0","0","19941","19940","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","224"
"True","130540","True","True","1","True","0","0","0","True","2400","3240","0","True","0","True","0","0","19940","19940","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","225"
"True","130522","True","True","1","True","0","0","0","True","2280","3360","0","True","0","True","0","0","19941","19940","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","226"
"True","130543","True","True","1","True","0","0","0","True","2400","3360","0","True","0","True","0","0","19940","19940","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","227"
"True","130525","True","True","1","True","0","0","0","True","2280","3480","0","True","0","True","0","0","19941","19940","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","228"
"True","130546","True","True","1","True","0","0","0","True","2400","3480","0","True","0","True","0","0","19940","19940","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","229"
"True","130528","True","True","1","True","0","0","0","True","2280","3600","0","True","0","True","0","0","19941","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","230"
"True","130549","True","True","1","True","0","0","0","True","2400","3600","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","231"
"True","130531","True","True","1","True","0","0","0","True","2280","3720","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","232"
"True","130552","True","True","1","True","0","0","0","True","2400","3720","0","True","0","True","0","0","19940","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","233"
"True","78561","True","True","1","True","0","0","0","True","2280","2760","40","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","234"
"True","78561","True","True","1","True","0","0","0","True","2040","2760","40","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","235"
"True","74512","True","True","1","True","0","0","0","True","1800","2880","0","True","0","True","0","0","-1","1199","-1","-1","-1","-1","-1","-1","-1","-1","144269","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","236"
"True","74530","True","True","1","True","0","0","0","True","1800","2640","-0.00006103516","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","144269","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","237"
"True","75790","True","True","1","True","0","0","0","True","3120","3840","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","238"
"True","74463","True","True","1","True","0","0","0","True","2760","1560","0","True","0","True","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","239"
"True","75348","True","True","1","True","0","0","0","True","2640","3840","0","True","0","True","0","0","19940","134920","-1","-1","-1","-1","-1","-1","-1","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","4","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","240"
