"ItemSpecifier_","ItemSpecifier_I2","ItemSpecifier_I1","ItemSpecifier_GBIdAffixes_5","ItemSpecifier_GBIdAffixes_4","ItemSpecifier_GBIdAffixes_3","ItemSpecifier_GBIdAffixes_2","ItemSpecifier_GBIdAffixes_1","ItemSpecifier_GBIdAffixes_0","ItemSpecifier_I0","ItemSpecifier_ItemGBId","Id","I0","SNOSubTreasureClass","Percentage","I1","GBIdQualityClass","I2","I3","SNOCondition","I5","I6"
"TRUE","0","0","-1","-1","-1","0","0","0","0","397178769","220","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","0","0","0","0","397178770","221","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","0","0","0","0","397178771","222","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","223","0","181666","1","10","-1","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","224","0","181667","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","225","0","181668","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","226","0","181689","1","20","-1","98","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","227","0","181690","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","228","0","181675","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","229","0","181676","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","230","0","181677","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","231","0","181677","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","232","0","181678","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","233","0","181685","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","234","0","181686","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","235","0","181687","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","236","0","181688","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","237","0","181679","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","238","1","-1","1","0","-1","81","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1266506293","239","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-589122840","0","-101312757","240","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","607290367","0","1815806857","241","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","242","1","-1","1","0","-1","37","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","243","0","173766","1","0","-1","59","-1","173786","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","244","0","173773","1","0","-1","-1","-1","173774","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","245","1","-1","1","0","-1","80","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","246","1","-1","0.8","0","-1","46","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","247","1","-1","1","0","-1","85","-1","123786","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","248","1","-1","1","0","-1","81","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","378919156","249","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","378919156","250","2","-1","1","30","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","378919156","251","2","-1","1","10","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","378919156","252","2","-1","1","60","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","378919156","253","2","-1","1","25","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","378919156","254","2","-1","1","5","-1","-1","-1","-1","3","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1957492480","255","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1957492480","256","2","-1","1","30","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1957492480","257","2","-1","1","10","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1957492480","258","2","-1","1","60","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1957492480","259","2","-1","1","25","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1957492480","260","2","-1","1","5","-1","-1","-1","-1","3","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","955595518","261","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","955595518","262","2","-1","1","30","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","955595518","263","2","-1","1","10","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","955595518","264","2","-1","1","60","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","955595518","265","2","-1","1","25","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","955595518","266","2","-1","1","5","-1","-1","-1","-1","3","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-715958561","267","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-715958561","268","2","-1","1","30","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-715958561","269","2","-1","1","10","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1561062717","270","2","-1","1","0","-1","-1","-1","50918","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1561062718","271","2","-1","1","0","-1","-1","-1","50919","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","272","0","50951","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-715958561","273","2","-1","1","60","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-715958561","274","2","-1","1","25","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-715958561","275","2","-1","1","5","-1","-1","-1","-1","3","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1586069458","276","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1586069458","277","2","-1","1","30","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1586069458","278","2","-1","1","10","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1586069458","279","2","-1","1","60","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1586069458","280","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1586069458","281","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","282","0","51017","0","0","-1923740369","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","283","0","51017","0.85","0","145781993","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","284","0","50981","0.5","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","285","0","51018","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","286","0","51018","0.5","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1048384993","287","2","-1","1","100","-1","-1","-1","160351","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-236966351","288","2","-1","1","100","-1","-1","-1","160352","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","829218340","289","2","-1","1","100","-1","-1","-1","131180","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","316278027","290","2","-1","1","100","-1","-1","-1","160353","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","316278028","291","2","-1","1","100","-1","-1","-1","160356","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","316278029","292","2","-1","1","100","-1","-1","-1","160357","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1906290178","293","2","-1","1","100","-1","-1","-1","160361","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1594401494","294","2","-1","1","100","-1","-1","-1","131181","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","295","1","-1","1","1","-1","46","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-289611678","296","2","-1","1","0","-1","-1","-1","202839","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1604771305","297","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","298","0","50951","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1266506293","299","2","51022","1","0","-1","56","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-733831369","300","1","-1","1","0","-1923740369","40","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","301","1","-1","1","0","-1923740369","32","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","302","1","-1","1","0","145781993","60","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","303","1","-1","1","0","145781993","41","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","304","1","-1","1","0","-1","68","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","305","1","-1","1","0","-1923740369","32","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1916071921","306","2","-1","1","0","-1923740369","41","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","307","1","-1","1","0","-1","69","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","308","1","-1","1","0","1438421785","0","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","309","1","-1","1","0","1438421785","25","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","310","1","-1","1","0","1438421785","0","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","311","1","-1","1","0","1438421785","51","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","312","0","183984","1","0","-1","30","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572066","313","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572165","314","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","315","0","51017","0","16","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","316","0","51019","0","12","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","317","0","51018","0","80","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1352920439","318","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1812121245","319","2","-1","0","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","320","0","71244","1","6","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","321","0","171724","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-397905230","322","2","-1","1","0","-1","-1","-1","158685","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","323","0","51039","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","324","0","99959","0.5","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","325","0","99959","0.5","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","326","1","-1","0.5","0","-1","40","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","327","1","-1","0.5","0","-1","40","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","328","0","171725","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","329","0","171735","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","330","0","171745","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","331","0","171766","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1411866897","332","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1411866896","333","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1411866895","334","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1411866894","335","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1411866893","336","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1411866892","337","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1411866891","338","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1411866890","339","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1411866889","340","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1733388806","341","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1733388805","342","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1733388804","343","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1733388803","344","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1733388802","345","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1733388801","346","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1733388800","347","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1733388799","348","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1733388798","349","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","350","0","51039","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","351","0","51019","1","0","1148904500","39","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","352","0","51019","1","0","-1","38","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","353","0","51019","1","0","-1","38","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","354","0","51019","0.5","0","-1","38","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1603007810","355","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1603007811","356","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1603007812","357","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1603007813","358","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1603007814","359","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1603007815","360","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1603007816","361","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1603007817","362","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1603007818","363","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572099","364","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572100","365","2","-1","1","99","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572101","366","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1815806857","367","0","181691","1","10","-1","26","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","368","0","181691","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","369","0","181675","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","370","0","181676","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","371","0","181677","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","372","0","181678","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","373","0","181685","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","374","0","181686","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","375","0","181687","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","376","0","181688","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","377","0","181679","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572101","378","2","-1","1","99","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572102","379","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1372800103","380","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","381","1","-1","1","1","-1","46","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2058771886","382","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2058771887","383","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2058771888","384","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-2091504072","385","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572132","386","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2058771889","387","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2058771890","388","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2058771891","389","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-165351709","-1256761000","1","-2115691355","390","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572133","391","2","-1","1","99","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572134","392","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2058771892","393","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2058771893","394","2","-1","1","25","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2058771894","395","2","-1","1","75","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572134","396","2","-1","1","99","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572135","397","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","398","0","50950","0","100","-1","2","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1022104307","399","2","-1","1","0","-1","-1","-1","87676","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1022098555","400","2","-1","1","0","-1","-1","-1","91029","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-669329085","401","2","-1","1","0","-1","-1","-1","91037","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","629974535","402","2","-1","1","0","-1","-1","-1","91038","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","629968021","403","2","-1","1","0","-1","-1","-1","91039","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1022100097","404","2","-1","1","0","-1","-1","-1","91040","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-670618452","405","2","-1","1","0","-1","-1","-1","91134","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572166","406","2","-1","1","99","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572167","407","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572167","408","2","-1","1","99","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572168","409","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","410","0","171726","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","411","0","171736","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","412","0","171746","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","413","0","171767","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","414","0","171727","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","415","0","171737","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","416","0","171747","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","417","0","171768","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","418","0","171728","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","419","0","171738","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","420","0","171748","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","421","0","171769","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","422","0","168114","0.5","6","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","423","0","171776","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","424","0","168127","0.5","6","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","425","0","171777","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","426","0","168133","0.5","6","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","427","0","171778","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","428","0","181669","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","429","0","181670","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","430","0","181672","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","431","0","181672","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","432","0","181740","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","433","0","181740","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","434","0","183171","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1322720193","435","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-467363669","436","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1815806857","437","0","181655","1","10","-1","3","9","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","438","0","181656","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","439","0","181657","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","440","0","181658","1","0","-1","-1","-1","-1","1","0"
